1, 3, x
2, 4, o
3, 5, x
4, 4, o
5, 3, o
6, 3, x
7, 4, o
8, 4, x
9, 4, x
10, 5, x
11, 5, x
12, 3, x
13, 4, o
14, 3, x
15, 4, o
16, 4, o
17, 5, x
18, 4, x
19, 4, x
20, 5, o
21, 6, x
22, 6, x
23, 3, x
